Sentence	MOR_Tier	Error_Flag
she's called a little girl .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S det|a-Ind-Art adj|little-S1 noun|girl .	No_Error_Present
that's [/] that's [/] that's on (th)ere in the bed .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adp|on adv|there adp|in det|the-Def-Art noun|bed .	No_Error_Present
&~a:h it's &-er my bed !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|bed !	No_Error_Present
&~aw is my bed yeah .	aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|bed intj|yeah .	No_Error_Present
oops that's the +/.	intj|oop pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art +/.	No_Error_Present
is a Barbie an(d) is xxx .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Barbie cconj|and aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
is a Barbie and (h)is (j)ack(et) already take it off .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Barbie cconj|and pron|his-Prs-Gen-S3 noun|jacket adv|already verb|take-Fin-Imp-S pron|it-Prs-Acc-S3 adp|off .	No_Error_Present
is too big in (th)e horse .	aux|be-Fin-Ind-Pres-S3 adv|too adj|big-S1 adp|in det|the-Def-Art noun|horse .	No_Error_Present
where's (th)e horse ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|horse ?	No_Error_Present
horse horse horse horse where are you ?	noun|horse noun|horse noun|horse noun|horse adv|where aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 ?	No_Error_Present
&-er I can do it .	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|do-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
here mummy .	adv|here noun|mummy .	No_Error_Present
(i)t already b(r)oken on (th)e door (.) look !	pron|it-Prs-Nom-S3 adv|already verb|break-Fin-Ind-Past-S3-irr adp|on det|the-Def-Art noun|door noun|look !	No_Error_Present
turn it round +/.	verb|turn-Fin-Imp-S pron|it-Prs-Acc-S3 adv|round +/.	No_Error_Present
turn it round .	verb|turn-Fin-Imp-S pron|it-Prs-Acc-S3 adv|round .	No_Error_Present
that's [/] that's a mummy and dad .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|mummy cconj|and noun|dad .	No_Error_Present
that's a mummy and that +/.	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|mummy cconj|and pron|that-Dem +/.	No_Error_Present
is here outside like this .	aux|be-Fin-Ind-Pres-S3 adv|here adv|outside adp|like pron|this-Dem-S1 .	No_Error_Present
like this on (th)ere .	adp|like pron|this-Dem-S1 adp|on adv|there .	No_Error_Present
&~aw (th)at xxx go in (th)ere and a xxx .	pron|that-Dem verb|go-Fin-Ind-Pres-P3 adp|in adv|there cconj|and det|a-Ind-Art .	No_Error_Present
xxx go in (th)ere and (th)e xxx put it in (th)e xxx .	verb|go-Fin-Imp-S adp|in adv|there cconj|and det|the-Def-Art verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|in det|the-Def-Art .	No_Error_Present
and that's a bed .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bed .	No_Error_Present
<he can't> [/] he can't see it .	pron|he-Prs-Nom-S3 aux|can-Fin-S~part|not verb|see-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
I don('t) (t)ouch it .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|touch-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
&~a:h is Tom !	aux|be-Fin-Ind-Pres-S3 propn|Tom !	No_Error_Present
&~a:h xxx is a xxx (th)at (h)ouse .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art det|that-Def-Dem-Sing noun|house .	No_Error_Present
&~a:h why what's (th)is .	adv|why pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 .	No_Error_Present
it's Barbie's bike .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 propn|Barbie~part|s noun|bike .	No_Error_Present
it's another one .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|one .	No_Error_Present
I don't put it <on my> [//] on a horse .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|put-Inf-S pron|it-Prs-Acc-S3 adp|on det|a-Ind-Art noun|horse .	No_Error_Present
don('t) put it on (th)e horse first now .	aux|do-Fin-Imp-S~part|not verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on det|the-Def-Art noun|horse adv|first adv|now .	No_Error_Present
i(s) it funny when (th)ey put on a horse wi(th) +...	aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adj|funny-S1 adv|when pron|they-Prs-Nom-P3 verb|put-Fin-Ind-Past-P3-irr adp|on det|a-Ind-Art noun|horse adp|with +...	No_Error_Present
you be careful there .	pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 adj|careful-S1 adv|there .	No_Error_Present
&-er horse too big .	noun|horse adv|too adj|big-S1 .	No_Error_Present
horse too big on a bike no .	noun|horse adv|too adj|big-S1 adp|on det|a-Ind-Art noun|bike intj|no .	No_Error_Present
it's gonna get me .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|gonna verb|get-Inf-S pron|I-Prs-Acc-S1 .	No_Error_Present
it's gonna get you .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|gonna verb|get-Inf-S pron|you-Prs-Acc-S2 .	No_Error_Present
wanna get you wi(th) xxx wi(th) xxx &-er be careful .	intj|wanna verb|get-Fin-Imp-S pron|you-Prs-Acc-S2 adp|with adp|with aux|be-Fin-S adj|careful-S1 .	No_Error_Present
wanna get you (be)cause he's scaring me .	intj|wanna verb|get-Fin-Imp-S pron|you-Prs-Acc-S2 sconj|because pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|scare-Part-Pres-S pron|I-Prs-Acc-S1 .	No_Error_Present
that's a Belle .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Belle .	No_Error_Present
I can make that Belle .	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|make-Inf-S pron|that-Dem propn|Belle .	No_Error_Present
that's Barbie's bike &-er .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 propn|Barbie~part|s noun|bike .	No_Error_Present
can &-uh pu(t) &-er Barbie on her bike ?	aux|can-Fin-S verb|put-Inf-S propn|Barbie-Acc adp|on pron|her-Prs-Gen-S3 noun|bike ?	No_Error_Present
leg don('t) ben(d) .	noun|leg aux|do-Fin-Imp-S~part|not verb|bend-Fin-Imp-S .	No_Error_Present
it is got no feet .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|no-Def-Neg noun|foot-Plur-Acc .	No_Error_Present
where's lady ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|lady ?	No_Error_Present
is you a fee [: three] .	aux|be-Fin-Ind-Pres-S3 pron|you-Prs-Nom-S2 det|a-Ind-Art num|three .	No_Error_Present
is you a four .	aux|be-Fin-Ind-Pres-S3 pron|you-Prs-Nom-S2 det|a-Ind-Art num|four .	No_Error_Present
and this (p)eo(p)le is so cold .	cconj|and det|this-Def-Dem-Sing noun|person-Plur aux|be-Fin-Ind-Pres-S3 adv|so adj|cold-S1 .	No_Error_Present
sit (th)ere and (th)e dog hurts .	verb|sit-Fin-Imp-S adv|there cconj|and det|the-Def-Art noun|dog verb|hurt-Fin-Ind-Pres-S3 .	No_Error_Present
that's stuck is go in (th)ere .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adp|in adv|there .	No_Error_Present
this xxx put xxx (th)ere .	pron|this-Dem-S1 verb|put-Fin-Ind-Past-S-irr adv|there .	No_Error_Present
is call(ed) mummy that one an(d) (th)at one .	aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S noun|mummy det|that-Def-Dem-Sing num|one cconj|and det|that-Def-Dem-Sing noun|one .	No_Error_Present
where's Mop Top Shop ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|mop adj|top-S1 noun|shop ?	No_Error_Present
I don('t) like holidays !	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S noun|holiday-Plur-Acc !	No_Error_Present
don('t) like holidays .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S noun|holiday-Plur-Acc .	No_Error_Present
don('t) like holidays .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S noun|holiday-Plur-Acc .	No_Error_Present
Tom you'll get in t(r)ouble !	propn|Tom pron|you-Prs-Nom-S2~aux|will-Fin-S verb|get-Inf-S adp|in noun|trouble !	No_Error_Present
where's (th)e mummy gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|mummy adj|gone-S1 ?	No_Error_Present
it fit in when you put it in (th)e chair .	pron|it-Prs-Nom-S3 verb|fit-Fin-Ind-Pres-S3 adp|in adv|when pron|you-Prs-Nom-S2 verb|put-Fin-Ind-Past-S2-irr pron|it-Prs-Acc-S3 adp|in det|the-Def-Art noun|chair .	No_Error_Present
xxx when (th)ey sit on (th)ere .	adv|when pron|they-Prs-Nom-P3 verb|sit-Fin-Ind-Pres-P3 adp|on adv|there .	No_Error_Present
where the Moppatop Shop ?	adv|where det|the-Def-Art propn|Moppatop propn|shop ?	No_Error_Present
I don't like (th)at it's a xxx .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S sconj|that pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .	No_Error_Present
no that's xxx .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
that's xxx (.) xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
want a Moppatop Shop in (th)ere .	verb|want-Fin-Imp-S det|a-Ind-Art propn|Moppatop noun|shop-Acc adp|in adv|there .	No_Error_Present
plea(se) I want my Moppatop now !	intj|please pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 propn|Moppatop-Acc adv|now !	No_Error_Present
no you be silly !	intj|no pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 adj|silly-S1 !	No_Error_Present
me too tired .	pron|I-Prs-Acc-S1 adv|too adj|tired-S1 .	No_Error_Present
s(t)ill xxx a c(r)eam .	adv|still det|a-Ind-Art noun|cream .	No_Error_Present
s(t)ill xxx a c(r)eam &-er here xxx .	adv|still det|a-Ind-Art noun|cream adv|here .	No_Error_Present
no it's too [/] bit too cold .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|bit adv|too adj|cold-S1 .	No_Error_Present
is a sticker .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|sticker .	No_Error_Present
Bonnie going now .	propn|Bonnie verb|go-Part-Pres-S adv|now .	No_Error_Present
what is (B)onnie doing ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 propn|Bonnie verb|do-Part-Pres-S ?	No_Error_Present
here xxx (.) xxx mummy .	adv|here noun|mummy .	No_Error_Present
I not finish yet .	pron|I-Prs-Nom-S1 part|not verb|finish-Fin-Ind-Pres-S1 adv|yet .	No_Error_Present
not finish yet Lucy .	part|not verb|finish-Fin-Imp-S adv|yet propn|Lucy .	No_Error_Present
&~aw that's a big man .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 noun|man .	No_Error_Present
is a chair .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|chair .	No_Error_Present
he's [/] he's gone (s)leep .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Past-S-irr noun|sleep-Acc .	No_Error_Present
she's [/] (th)is is call(ed) Belle .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S propn|Belle .	No_Error_Present
is Belle .	aux|be-Fin-Ind-Pres-S3 propn|Belle .	No_Error_Present
that's a xxx on a horse .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adp|on det|a-Ind-Art noun|horse .	No_Error_Present
it's gone .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|gone-S1 .	No_Error_Present
she's ridin(g) a horse .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|ride-Part-Pres-S det|a-Ind-Art noun|horse-Acc .	No_Error_Present
don't xxx Barbies and a horse .	aux|do-Fin-Imp-S~part|not noun|barbie-Plur cconj|and det|a-Ind-Art noun|horse .	No_Error_Present
it so cold an(d) co(l)d .	pron|it-Prs-Nom-S3 adv|so adj|cold-S1 cconj|and adj|cold-S1 .	No_Error_Present
that's a Belle .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Belle .	No_Error_Present
(be)cause xxx it so col(d) !	sconj|because pron|it-Prs-Nom-S3 adv|so adj|cold-S1 !	No_Error_Present
that's a Barbie on a ride on a horse .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Barbie adp|on det|a-Ind-Art noun|ride adp|on det|a-Ind-Art noun|horse .	No_Error_Present
where Action Man gone ?	adv|where propn|Action propn|Man verb|go-Fin-Ind-Past-S3-irr ?	No_Error_Present
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
di(d) you find him ?	aux|do-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|find-Inf-S pron|he-Prs-Acc-S3 ?	No_Error_Present
I can't .	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not .	No_Error_Present
that's xxx (.) &~aw !	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 !	No_Error_Present
she's get out him .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Inf-S adp|out pron|he-Prs-Acc-S3 .	No_Error_Present
she's get out .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Inf-S adp|out .	No_Error_Present
he came back to xxx .	pron|he-Prs-Nom-S3 verb|come-Fin-Ind-Past-S3-irr adv|back adp|to .	No_Error_Present
<he came> [//] Barbie going on it first .	propn|Barbie verb|go-Part-Pres-S adp|on pron|it-Prs-Acc-S3 adv|first .	No_Error_Present
and Action Man going (th)ere .	cconj|and propn|Action propn|Man verb|go-Part-Pres-S adv|there .	No_Error_Present
an(d) &-er Barbie's go on (th)ere .	cconj|and propn|Barbie~part|s verb|go-Inf-S adp|on adv|there .	No_Error_Present
is stuck <on the> [/] on the [/] on the [//] this one .	aux|be-Fin-Ind-Pres-S3 verb|stick-Part-Past-S-irr adp|on adp|on det|this-Def-Dem-Sing noun|one .	No_Error_Present
no it's not stuck .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not adj|stuck-S1 .	No_Error_Present
can both go on it ?	aux|can-Fin-S det|both-Def-Tot verb|go-Inf-S adp|on pron|it-Prs-Acc-S3 ?	No_Error_Present
&~aw Barbie fall off now .	propn|Barbie verb|fall-Fin-Ind-S adp|off adv|now .	No_Error_Present
is stuck and a Action Man wanna go on it .	aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 cconj|and det|a-Ind-Art propn|Action propn|Man intj|wanna verb|go-Inf-S adp|on pron|it-Prs-Acc-S3 .	No_Error_Present
that's &-er riding .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|ride-Part-Pres-S .	No_Error_Present
I am scaring me .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 verb|scare-Part-Pres-S pron|I-Prs-Acc-S1 .	No_Error_Present
and it's b(r)oken !	cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr !	No_Error_Present
look look Tommy's b(r)eak it before .	verb|look-Fin-Imp-S verb|look-Fin-Imp-S propn|Tommy~part|s verb|break-Inf-S pron|it-Prs-Acc-S3 adv|before .	No_Error_Present
can put this on ?	aux|can-Fin-S verb|put-Inf-S pron|this-Dem-S1 adp|on ?	No_Error_Present
umb(r)ella on there .	noun|umbrella adp|on adv|there .	No_Error_Present
and this is the Bonnie girl .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|the-Def-Art propn|Bonnie noun|girl .	No_Error_Present
that's daddy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|daddy .	No_Error_Present
xxx that there .	pron|that-Dem adv|there .	No_Error_Present
there the bed xxx oops .	pron|there-Dem-S1 det|the-Def-Art noun|bed adv|oops .	No_Error_Present
well it's time to go to bed !	intj|well pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|time part|to verb|go-Inf-S adp|to noun|bed !	No_Error_Present
&~a:h we gotta have a tea first when they go to school .	pron|we-Prs-Nom-P1 aux|getta-Fin-S verb|have-Inf-S det|a-Ind-Art noun|tea-Acc adv|first adv|when pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|to noun|school .	No_Error_Present
they's go to school &~uhn aren't they ?	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adp|to noun|school aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
where's that one go ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing num|one noun|go ?	No_Error_Present
it's b(r)eakfast .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|breakfast .	No_Error_Present
and this is a light .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|light .	No_Error_Present
this is light on .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|light-S1 adp|on .	No_Error_Present
where's the light ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|light ?	No_Error_Present
dad (.) dad (.) where's the dad ?	noun|dad noun|dad adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|dad ?	No_Error_Present
here I have xxx .	adv|here pron|I-Prs-Nom-S1 verb|have-Fin-Ind-Pres-S1 .	No_Error_Present
he's wanna go to bed !	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|wana verb|go-Inf-S adp|to noun|bed !	No_Error_Present
he's not allowed .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|allow-Part-Past-S .	No_Error_Present
well mum and dad are coming .	intj|well noun|mum cconj|and noun|dad aux|be-Fin-Ind-Pres-P3 verb|come-Part-Pres-S .	No_Error_Present
but what [//] where's the plates ?	cconj|but adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|plate-Plur ?	No_Error_Present
oh look that's mummy's xxx .	intj|oh verb|look-Fin-Imp-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|mummy~part|s .	No_Error_Present
Bonnie that's Bonnie .	propn|Bonnie pron|that-Dem~aux|be-Fin-Ind-Pres-S3 propn|Bonnie .	No_Error_Present
it's a sunny day then . [+ imi]	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|sunny-S1 noun|day adv|then .	No_Error_Present
where's daddy's chair ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|daddy~part|s noun|chair ?	No_Error_Present
he's not a mummy .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|mummy .	No_Error_Present
he's just a daddy .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just det|a-Ind-Art noun|daddy .	No_Error_Present
this is called a light on .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S det|a-Ind-Art noun|light adp|on .	No_Error_Present
can I go to the toilet ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|go-Inf-S adp|to det|the-Def-Art noun|toilet ?	No_Error_Present
ugh you b(r)oke it now !	intj|ugh pron|you-Prs-Nom-S2 verb|break-Fin-Ind-Past-S2-irr pron|it-Prs-Acc-S3 adv|now !	No_Error_Present
I'm sorry .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|sorry-S1 .	No_Error_Present
I wanna go to xxx .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Fin-Ind-Pres-S adp|to .	No_Error_Present
mum can you go to bed ?	noun|mum-Acc aux|can-Fin-S pron|you-Prs-Nom-S2 verb|go-Inf-S adp|to noun|bed ?	No_Error_Present
they go to sleep now .	pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|to noun|sleep adv|now .	No_Error_Present
she gonna have a wee_wee .	pron|she-Prs-Nom-S3 adv|gonna verb|have-Inf-S det|a-Ind-Art noun|weewee-Acc .	No_Error_Present
look she gonna have a wee_wee !	verb|look-Fin-Imp-S pron|she-Prs-Nom-S3 adv|gonna verb|have-Inf-S det|a-Ind-Art noun|weewee-Acc !	No_Error_Present
girl is going .	noun|girl aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S .	No_Error_Present
look can I play first ?	verb|look-Fin-Imp-S aux|can-Fin-S pron|I-Prs-Nom-S1 verb|play-Inf-S adv|first ?	No_Error_Present
this is mummy's books .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|mummy~part|s noun|book-Plur .	No_Error_Present
these &-er go there and there (.) mummy's books .	pron|this-Dem-P1 verb|go-Fin-Ind-Pres-P3 adv|there cconj|and pron|there-Prs-Gen-S3 noun|mummy~part|s noun|book-Plur .	No_Error_Present
is bed time again ?	aux|be-Fin-Ind-Pres-S3 noun|bed noun|time adv|again ?	No_Error_Present
it's bed time .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|bed noun|time .	No_Error_Present
xxx go to tea first .	verb|go-Fin-Imp-S adp|to noun|tea adv|first .	No_Error_Present
look look that's the s(hop) .	verb|look-Fin-Imp-S verb|look-Inf-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|shop .	No_Error_Present
look look that's the s(hop) . [+ srp]	verb|look-Fin-Imp-S verb|look-Inf-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|shop .	No_Error_Present
look look that's the s(hop) with the man .	verb|look-Fin-Imp-S noun|look-Acc pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|shop adp|with det|the-Def-Art noun|man .	No_Error_Present
mummy mummy can [/] can I buy the light ?	noun|mummy noun|mummy-Acc aux|can-Fin-S pron|I-Prs-Nom-S1 verb|buy-Inf-S det|the-Def-Art noun|light-Acc ?	No_Error_Present
there &-um you can buy &-um xxx .	pron|there-Int-S1 pron|you-Prs-Nom-S2 aux|can-Fin-S verb|buy-Inf-S .	No_Error_Present
mummy can I buy a light (.) just hold it .	noun|mummy-Acc aux|can-Fin-S pron|I-Prs-Nom-S1 verb|buy-Inf-S det|a-Ind-Art noun|light-Acc adv|just verb|hold-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
they're going home now .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|go-Part-Pres-S adv|home adv|now .	No_Error_Present
here's a home (.) mummy .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|home noun|mummy .	No_Error_Present
not that one you see (.) just the toilet .	part|not det|that-Def-Dem-Sing noun|one pron|you-Prs-Nom-S2 verb|see-Fin-Ind-Pres-S2 adv|just det|the-Def-Art noun|toilet-Acc .	No_Error_Present
just the toilet .	adv|just det|the-Def-Art noun|toilet .	No_Error_Present
xxx Tom can play .	propn|Tom aux|can-Fin-S verb|play-Inf-S .	No_Error_Present
no I'm tired .	intj|no pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|tired-S1 .	No_Error_Present
put them back .	verb|put-Fin-Imp-S pron|they-Prs-Acc-P3 adv|back .	No_Error_Present
mummy (.) wanna put them back .	noun|mummy pron|wanna-Prs-Acc-S2 verb|put-Fin-Ind-Past-S3-irr pron|they-Prs-Acc-P3 adv|back .	No_Error_Present
no I don't want them !	intj|no pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|they-Prs-Acc-P3 !	No_Error_Present
I don't want them mummy .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|they-Prs-Acc-P3 noun|mummy-Acc .	No_Error_Present
no what's that (.) thank you .	intj|no pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem verb|thank-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 .	No_Error_Present
mummy can you sit down on here ?	noun|mummy-Acc aux|can-Fin-S pron|you-Prs-Nom-S2 verb|sit-Inf-S adp|down adp|on adv|here ?	No_Error_Present
can I read that ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|read-Inf-S pron|that-Dem ?	No_Error_Present
can I read that one ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|read-Inf-S det|that-Def-Dem-Sing num|one ?	No_Error_Present
this is called a xxx .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S det|a-Ind-Art .	No_Error_Present
this is Tom .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 propn|Tom .	No_Error_Present
mummy can you sit on the knee ?	noun|mummy-Acc aux|can-Fin-S pron|you-Prs-Nom-S2 verb|sit-Inf-S adp|on det|the-Def-Art noun|knee ?	No_Error_Present
<can you read> [/] can you read that first ?	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|read-Inf-S pron|that-Dem adj|first-S1 ?	No_Error_Present
she's my favorite brother .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 adj|favorite-S1 noun|brother .	No_Error_Present
Tom is a baby . [+ imi]	propn|Tom aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby .	No_Error_Present
here's a ball .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|ball .	No_Error_Present
here comes a plane .	adv|here verb|come-Fin-Ind-Pres-S3 det|a-Ind-Art noun|plane .	No_Error_Present
you be xxx .	pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .	No_Error_Present
it's girl xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|girl .	No_Error_Present
